"property_id","date_added","unit_mix_id","type","area","quantity","avg_market_rent","avg_effective_rent"
"1455","2020-09-24",1,"1B/1B/0",755,446,934,934
"1455","2020-09-24",2,"2B/1B/1",975,309,877,877
"1455","2020-09-24",3,"2B/2B/0",1050,231,908,908
"1455","2020-09-24",4,"2B/2B/0",1200,51,970,970
"1456","2020-09-24",1,"0B/1B/0",408,15,614,614
"1456","2020-09-24",2,"0B/1B/0",455,48,793,793
"1456","2020-09-24",3,"0B/1B/0",490,30,786,786
"1456","2020-09-24",4,"1B/1B/0",420,15,763,763
"1456","2020-09-24",5,"1B/1B/0",680,59,863,863
"1456","2020-09-24",6,"1B/1B/0",728,97,890,890
"1456","2020-09-24",7,"2B/1B/1",960,48,1078,1078
"1456","2020-09-24",8,"2B/1B/1",1016,24,1108,1108
"1456","2020-09-24",9,"2B/1B/1",1064,24,1268,1268
"1457","2020-09-24",1,"1B/1B/0",556,32,775,775
"1457","2020-09-24",2,"1B/1B/0",749,80,850,850
"1457","2020-09-24",3,"2B/2B/0",950,88,925,925
"1458","2020-09-24",1,"1B/1B/0",700,148,898,898
"1458","2020-09-24",2,"2B/1B/1",1040,152,1001,1001
"1459","2020-09-24",1,"1B/1B/0",708,57,915,915
"1459","2020-09-24",2,"1B/1B/0",838,58,905,905
"1459","2020-09-24",3,"2B/1B/0",932,44,995,995
"1459","2020-09-24",4,"2B/1B/0",1141,43,1065,1065
"1459","2020-09-24",5,"2B/2B/0",1104,43,995,995
"1459","2020-09-24",6,"2B/2B/0",1187,43,1025,1025
"1459","2020-09-24",7,"3B/2B/0",1269,32,1185,1185
"146","2020-09-12",1,"0B/1B/0",503,32,1558,1558
"146","2020-09-12",2,"0B/1B/0",600,24,1639,1504
"146","2020-09-12",3,"1B/1B/0",696,152,1675,1675
"146","2020-09-12",4,"1B/1B/0",726,36,1720,1720
"146","2020-09-12",5,"1B/1B/0",810,128,1731,1731
"146","2020-09-12",6,"1B/1B/0",820,68,1823,1823
"146","2020-09-12",7,"2B/1B/0",930,44,2157,2157
"146","2020-09-12",8,"2B/1B/0",966,84,2242,2242
"146","2020-09-12",9,"2B/1B/0",1000,12,2180,2180
"146","2020-09-12",10,"2B/2B/0",1020,92,2441,2441
"146","2020-09-12",11,"2B/2B/0",1200,12,2328,2328
"146","2020-09-23",1,"0B/1B/0",503,32,1558,1558
"146","2020-09-23",2,"0B/1B/0",600,24,1639,1504
"146","2020-09-23",3,"1B/1B/0",696,152,1675,1675
"146","2020-09-23",4,"1B/1B/0",726,36,1720,1720
"146","2020-09-23",5,"1B/1B/0",810,128,1731,1731
"146","2020-09-23",6,"1B/1B/0",820,68,1823,1823
"146","2020-09-23",7,"2B/1B/0",930,44,2157,2157
"146","2020-09-23",8,"2B/1B/0",966,84,2242,2242
"146","2020-09-23",9,"2B/1B/0",1000,12,2180,2180
"146","2020-09-23",10,"2B/2B/0",1020,92,2441,2441
"146","2020-09-23",11,"2B/2B/0",1200,12,2328,2328
"1460","2020-09-24",1,"1B/1B/0",708,48,915,915
"1460","2020-09-24",2,"2B/1B/0",1141,16,1065,1065
"1460","2020-09-24",3,"2B/2B/0",932,48,995,995
"1460","2020-09-24",4,"2B/2B/0",1187,48,1025,1025
"1461","2020-09-24",1,"1B/1B/0",804,80,585,536
"1461","2020-09-24",2,"2B/1B/0",1044,79,675,619
"1461","2020-09-24",3,"3B/2B/0",1236,80,695,637
"1462","2020-09-24",1,"1B/1B/0",925,32,996,996
"1462","2020-09-24",2,"2B/1B/0",1164,80,1134,1134
"1462","2020-09-24",3,"2B/2B/0",1317,16,1154,1154
"1462","2020-09-24",4,"3B/2B/0",1338,32,1255,1255
"1463","2020-09-24",1,"1B/1B/0",722,96,823,823
"1463","2020-09-24",2,"2B/2B/0",912,72,948,948
"1464","2020-09-24",1,"1B/1B/0",800,45,770,720
"1464","2020-09-24",2,"2B/2B/0",1100,60,875,825
"1464","2020-09-24",3,"3B/2B/0",1300,53,1030,980
"1465","2020-09-24",1,"1B/1B/0",698,184,753,753
"1465","2020-09-24",2,"1B/1B/0",800,16,833,833
"1465","2020-09-24",3,"2B/2B/0",912,136,908,908
"1465","2020-09-24",4,"2B/2B/0",948,12,908,908
"1466","2020-09-24",1,"1B/1B/0",635,80,950,950
"1466","2020-09-24",2,"1B/1B/0",735,80,1016,1016
"1466","2020-09-24",3,"1B/1B/1 T",832,64,1051,1051
"1466","2020-09-24",4,"2B/1B/0",932,64,1092,1092
"1466","2020-09-24",5,"2B/1B/1",1138,64,1204,1204
"1466","2020-09-24",6,"2B/2B/0 T",1038,19,1156,1156
"1467","2020-09-24",1,"1B/1B/0 D",608,24,868,868
"1467","2020-09-24",2,"1B/1B/0",638,24,883,883
"1467","2020-09-24",3,"1B/1B/0",776,24,898,898
"1467","2020-09-24",4,"1B/1B/0",800,24,968,968
"1467","2020-09-24",5,"2B/2B/0",1046,12,963,963
"1467","2020-09-24",6,"2B/2B/0",1067,10,883,883
"1468","2020-09-24",1,"1B/1B/0",677,72,900,900
"1468","2020-09-24",2,"2B/1B/0",950,54,1025,1025
"1468","2020-09-24",3,"2B/2B/0",1000,54,1051,1051
"1468","2020-09-24",4,"3B/2B/0",1200,16,1034,1034
"14683","2020-09-20",1,"1B/1B/0",750,64,800,800
"14683","2020-09-20",2,"1B/1B/0",843,48,770,770
"14683","2020-09-20",3,"2B/1B/0",950,32,865,865
"14683","2020-09-20",4,"2B/1B/0",1047,24,980,980
"14683","2020-09-20",5,"2B/2B/0",1059,72,865,865
"14683","2020-09-20",6,"2B/2B/0",1144,72,1074,1074
"14683","2020-09-20",7,"3B/2B/0",1380,24,1129,1129
"14683","2020-09-23",1,"1B/1B/0",750,64,800,800
"14683","2020-09-23",2,"1B/1B/0",843,48,770,770
"14683","2020-09-23",3,"2B/1B/0",950,32,865,865
"14683","2020-09-23",4,"2B/1B/0",1047,24,980,980
"14683","2020-09-23",5,"2B/2B/0",1059,72,865,865
"14683","2020-09-23",6,"2B/2B/0",1144,72,1074,1074
"14683","2020-09-23",7,"3B/2B/0",1380,24,1129,1129
"1469","2020-09-24",1,"1B/1B/0",625,120,923,923
"1469","2020-09-24",2,"1B/1B/0",716,68,988,988
"1469","2020-09-24",3,"1B/1B/0",814,84,943,943
"1469","2020-09-24",4,"2B/2B/0",951,28,1138,1138
"1469","2020-09-24",5,"2B/2B/0",1003,28,1163,1163
"1469","2020-09-24",6,"2B/2B/0",1052,44,1109,1109
"1469","2020-09-24",7,"2B/2B/0",1162,44,1163,1163
"147","2020-09-12",1,"1B/1B/0",524,72,759,759
"147","2020-09-12",2,"1B/1B/0",572,72,745,745
"147","2020-09-12",3,"1B/1B/0",763,72,815,815
"147","2020-09-12",4,"2B/2B/0",935,72,1010,1010
"147","2020-09-12",5,"2B/2B/0",1036,32,1099,1099
"147","2020-09-23",1,"1B/1B/0",524,72,759,759
"147","2020-09-23",2,"1B/1B/0",572,72,745,745
"147","2020-09-23",3,"1B/1B/0",763,72,815,815
"147","2020-09-23",4,"2B/2B/0",935,72,1010,1010
"147","2020-09-23",5,"2B/2B/0",1036,32,1099,1099
"1470","2020-09-24",1,"1B/1B/0",558,112,845,845
"1470","2020-09-24",2,"1B/1B/0",741,144,875,875
"1470","2020-09-24",3,"2B/1B/0 D",793,80,1065,1065
"1470","2020-09-24",4,"2B/2B/0",937,48,1227,1227
"1471","2020-09-24",1,"1B/1B/0",567,96,816,816
"1471","2020-09-24",2,"1B/1B/0",690,120,923,923
"1471","2020-09-24",3,"1B/1B/0",790,48,906,906
"1471","2020-09-24",4,"2B/2B/0",945,48,1093,1093
"1471","2020-09-24",5,"2B/2B/0",1016,72,1263,1263
"1472","2020-09-24",1,"1B/1B/0",665,80,964,964
"1472","2020-09-24",2,"1B/1B/0",762,52,1048,1048
"1472","2020-09-24",3,"2B/2B/0",904,78,1266,1266
"1472","2020-09-24",4,"2B/2B/0",984,38,1313,1313
"1473","2020-09-24",1,"1B/1B/0",660,56,959,959
"1473","2020-09-24",2,"2B/2B/0",880,64,1169,1169
"1474","2020-09-24",1,"1B/1B/0",750,144,550,550
"1474","2020-09-24",2,"2B/1B/1",950,480,660,660
"1475","2020-09-24",1,"1B/1B/0",565,48,625,625
"1475","2020-09-24",2,"1B/1B/0",650,60,650,650
"1475","2020-09-24",3,"1B/1B/0",702,48,690,690
"1475","2020-09-24",4,"2B/2B/0",950,48,849,849
"1475","2020-09-24",5,"2B/2B/0",1050,36,875,875
"1476","2020-09-24",1,"1B/1B/0",595,96,1003,1003
"1476","2020-09-24",2,"1B/1B/0",766,88,1133,1133
"1476","2020-09-24",3,"2B/1B/0",910,12,1186,1186
"1476","2020-09-24",4,"2B/2B/0",1020,44,1198,1198
"1476","2020-09-24",5,"2B/2B/0",1138,60,1348,1348
"1476","2020-09-24",6,"3B/2B/0",1338,36,1398,1398
"1477","2020-09-24",1,"1B/1B/0",820,24,1168,1168
"1477","2020-09-24",2,"1B/1B/0 D",1264,128,1383,1383
"1477","2020-09-24",3,"2B/2B/0",1053,48,1308,1308
"1477","2020-09-24",4,"2B/2B/0",1109,96,1323,1323
"1477","2020-09-24",5,"2B/2B/0",1198,72,1388,1388
"1477","2020-09-24",6,"3B/2B/0",1442,72,1603,1603
"1478","2020-09-24",1,"1B/1B/0",808,48,878,878
"1478","2020-09-24",2,"1B/1B/0",863,49,866,866
"1478","2020-09-24",3,"2B/1B/0",1252,61,1041,1041
"1478","2020-09-24",4,"2B/2B/0",1044,60,928,928
"1478","2020-09-24",5,"2B/2B/0",1072,61,936,936
"1478","2020-09-24",6,"3B/2B/0",1235,29,1187,1187
"1478","2020-09-24",7,"3B/2B/0",1434,28,1218,1218
"1479","2020-09-24",1,"1B/1B/0",803,36,955,955
"1479","2020-09-24",2,"2B/2B/0",1051,24,1165,1165
"1479","2020-09-24",3,"3B/2B/0",1334,76,1280,1280
"1479","2020-09-24",4,"3B/2B/0",1417,64,1370,1370
"148","2020-09-12",1,"0B/1B/0",380,87,795,795
"148","2020-09-12",2,"1B/1B/0",530,164,877,877
"148","2020-09-12",3,"1B/1B/0",748,164,852,852
"148","2020-09-23",1,"0B/1B/0",380,87,795,795
"148","2020-09-23",2,"1B/1B/0",530,164,877,877
"148","2020-09-23",3,"1B/1B/0",748,164,852,852
"1480","2020-09-24",1,"1B/1B/0 D",820,64,878,878
"1480","2020-09-24",2,"2B/1B/0",1264,16,990,990
"1480","2020-09-24",3,"2B/2B/0 D",1053,32,953,953
"1480","2020-09-24",4,"2B/2B/0",1109,28,993,993
"1480","2020-09-24",5,"2B/2B/0",1198,24,1043,1043
"1480","2020-09-24",6,"3B/2B/0",1442,44,1238,1238
"1481","2020-09-24",1,"1B/1B/0",783,48,914,914
"1481","2020-09-24",2,"1B/1B/0",797,8,976,976
"1481","2020-09-24",3,"1B/1B/0 D",1108,48,1082,1082
"1481","2020-09-24",4,"1B/1B/0 D",1139,40,1102,1102
"1481","2020-09-24",5,"2B/2B/0",1048,32,1060,1060
"1481","2020-09-24",6,"2B/2B/0",1072,8,1081,1081
"1481","2020-09-24",7,"2B/2B/0",1168,80,1104,1104
"1481","2020-09-24",8,"2B/2B/0",1187,8,1109,1109
"1481","2020-09-24",9,"2B/2B/0",1248,48,1104,1104
"1481","2020-09-24",10,"3B/2B/0",1287,40,1311,1311
"1481","2020-09-24",11,"3B/2B/0",1384,32,1380,1380
"1484","2020-09-24",1,"1B/1B/0",604,88,788,788
"1484","2020-09-24",2,"1B/1B/0",850,16,903,903
"1484","2020-09-24",3,"2B/2B/0",824,44,973,973
"1484","2020-09-24",4,"2B/2B/0",832,44,953,953
"1484","2020-09-24",5,"2B/2B/0",1025,16,1043,1043
"1485","2020-09-24",1,"1B/1B/0",804,48,873,873
"1485","2020-09-24",2,"2B/1B/0 D",1173,16,1115,1115
"1485","2020-09-24",3,"2B/2B/0",1044,48,973,973
"1485","2020-09-24",4,"2B/2B/0",1188,48,1013,1013
"1485","2020-09-24",5,"3B/2B/0",1284,24,1263,1263
"1486","2020-09-24",1,"1B/1B/0",732,40,899,899
"1486","2020-09-24",2,"2B/2B/0",994,84,999,999
"1487","2020-09-24",1,"1B/1B/0",700,148,793,793
"1487","2020-09-24",2,"2B/2B/0 D",800,80,908,908
"1487","2020-09-24",3,"2B/2B/0",1000,112,923,923
"1487","2020-09-24",4,"3B/2B/0",1200,49,1343,1343
"1488","2020-09-24",1,"1B/1B/0",649,16,695,695
"1488","2020-09-24",2,"2B/1B/1 T",860,80,795,795
"1488","2020-09-24",3,"3B/1B/1 T",1069,24,895,895
"1489","2020-09-24",1,"1B/1B/0",712,16,750,750
"1489","2020-09-24",2,"2B/1B/0",936,32,745,745
"1489","2020-09-24",3,"2B/1B/1",1064,30,860,860
"1489","2020-09-24",4,"2B/2B/0 T",1093,32,874,874
"1489","2020-09-24",5,"3B/2B/0",1258,16,910,910
"1489","2020-09-24",6,"3B/2B/1 T",1360,24,1036,1036
"149","2020-09-12",1,"1B/1B/0",580,31,834,834
"149","2020-09-12",2,"1B/1B/0",637,32,875,875
"149","2020-09-12",3,"1B/1B/0",658,32,860,860
"149","2020-09-12",4,"1B/1B/0",660,31,865,865
"149","2020-09-12",5,"1B/1B/0",707,32,965,965
"149","2020-09-12",6,"2B/2B/0",825,26,1105,1105
"149","2020-09-12",7,"2B/2B/0",874,26,1132,1132
"149","2020-09-12",8,"2B/2B/0",935,26,1200,1200
"149","2020-09-12",9,"2B/2B/0",939,26,1157,1157
"149","2020-09-12",10,"2B/2B/0",960,26,1172,1172
"149","2020-09-12",11,"3B/2B/1",1133,28,1385,1385
"149","2020-09-23",1,"1B/1B/0",580,31,834,834
"149","2020-09-23",2,"1B/1B/0",637,32,875,875
"149","2020-09-23",3,"1B/1B/0",658,32,860,860
"149","2020-09-23",4,"1B/1B/0",660,31,865,865
"149","2020-09-23",5,"1B/1B/0",707,32,965,965
"149","2020-09-23",6,"2B/2B/0",825,26,1105,1105
"149","2020-09-23",7,"2B/2B/0",874,26,1132,1132
"149","2020-09-23",8,"2B/2B/0",935,26,1200,1200
"149","2020-09-23",9,"2B/2B/0",939,26,1157,1157
"149","2020-09-23",10,"2B/2B/0",960,26,1172,1172
"149","2020-09-23",11,"3B/2B/1",1133,28,1385,1385
"1490","2020-09-24",1,"1B/1B/0",670,24,725,725
"1490","2020-09-24",2,"1B/1B/0 T",875,8,770,770
"1490","2020-09-24",3,"2B/1B/0",905,24,785,785
"1490","2020-09-24",4,"2B/1B/0",950,24,820,820
"1490","2020-09-24",5,"2B/2B/0",1040,24,883,883
"1490","2020-09-24",6,"2B/2B/0 T",1107,24,860,860
"1490","2020-09-24",7,"3B/2B/0",1280,9,1035,1035
"1490","2020-09-24",8,"3B/3B/0 T",1397,8,1002,1002
"1491","2020-09-24",1,"1B/1B/0",540,48,784,784
"1491","2020-09-24",2,"1B/1B/0",660,44,834,834
"1491","2020-09-24",3,"1B/1B/0",707,32,874,874
"1491","2020-09-24",4,"1B/1B/0",800,16,944,944
"1491","2020-09-24",5,"2B/2B/0",865,48,1014,1014
"1491","2020-09-24",6,"2B/2B/0",950,24,1084,1084
"1492","2020-09-24",1,"0B/1B/0",520,32,828,828
"1492","2020-09-24",2,"1B/1B/0",685,76,978,978
"1492","2020-09-24",3,"1B/1B/0",790,8,1073,1073
"1492","2020-09-24",4,"2B/1B/0",790,52,1088,1088
"1492","2020-09-24",5,"2B/2B/0",1017,24,1253,1253
"1492","2020-09-24",6,"2B/2B/0",1061,104,1030,1030
"1493","2020-09-24",1,"2B/2B/0",760,68,400,400
"1493","2020-09-24",2,"2B/2B/0 T",1200,24,420,420
"1493","2020-09-24",3,"3B/1B/1",890,12,465,465
"1493","2020-09-24",4,"3B/2B/0",890,32,465,465
"1494","2020-09-24",1,"1B/1B/0",640,16,525,525
"1494","2020-09-24",2,"2B/1B/0",864,72,590,590
"1494","2020-09-24",3,"3B/2B/0",966,8,640,640
"1495","2020-09-24",1,"1B/1B/0",804,96,725,725
"1495","2020-09-24",2,"1B/1B/0",814,80,725,725
"1495","2020-09-24",3,"2B/1B/0",1044,112,815,815
"1495","2020-09-24",4,"2B/2B/0",1044,79,855,855
"1495","2020-09-24",5,"3B/2B/0",1236,36,1050,1050
"1495","2020-09-24",6,"3B/2B/0",1284,36,995,995
"1496","2020-09-24",1,"2B/1B/0",916,44,525,475
"1497","2020-09-24",1,"1B/1B/0",694,60,1238,1238
"1497","2020-09-24",2,"1B/1B/0 D",826,16,1318,1318
"1497","2020-09-24",3,"2B/1B/0",865,36,1328,1328
"1497","2020-09-24",4,"2B/2B/0",927,68,1393,1393
"1497","2020-09-24",5,"2B/2B/0",1018,16,1413,1413
"1497","2020-09-24",6,"2B/2B/0 D",1087,12,1483,1483
"1498","2020-09-24",1,"0B/1B/0",386,42,759,759
"1498","2020-09-24",2,"0B/1B/0",406,42,795,795
"1498","2020-09-24",3,"1B/1B/0",550,136,871,871
"1498","2020-09-24",4,"1B/1B/0",600,36,899,899
"1498","2020-09-24",5,"1B/1B/0",700,36,905,905
"1498","2020-09-24",6,"1B/1B/0",750,36,976,976
"1498","2020-09-24",7,"2B/1B/0",800,84,1070,1070
"1498","2020-09-24",8,"2B/1B/0",1050,14,1145,1145
"1498","2020-09-24",9,"2B/1B/1",900,56,986,986
"1498","2020-09-24",10,"2B/1B/1 T",950,28,1075,1075
"1498","2020-09-24",11,"2B/1B/1 T",1200,92,1250,1250
"1498","2020-09-24",12,"2B/1B/1 T",1250,80,1326,1326
"1498","2020-09-24",13,"2B/2B/0",1200,76,1194,1194
"1498","2020-09-24",14,"2B/2B/1",1300,40,1214,1214
"1499","2020-09-24",1,"1B/1B/0",1000,52,1150,1150
"1499","2020-09-24",2,"1B/1B/0",1100,12,1170,1170
"1499","2020-09-24",3,"2B/2B/0",1200,112,1153,1153
"1499","2020-09-24",4,"3B/2B/0",1400,28,1360,1360
"15","2020-09-12",1,"0B/1B/0",440,23,774,753
"15","2020-09-12",2,"1B/1B/0",550,22,849,828
"15","2020-09-12",3,"1B/1B/0",700,22,877,856
"15","2020-09-12",4,"1B/1B/0",700,22,877,856
"15","2020-09-12",5,"1B/1B/0 D",750,22,939,918
"15","2020-09-12",6,"1B/1B/0",800,22,879,879
"15","2020-09-12",7,"2B/2B/0",860,31,1029,1008
"15","2020-09-12",8,"2B/2B/0",900,31,1109,1088
"15","2020-09-12",9,"2B/2B/0",1330,31,1159,1159
"15","2020-09-23",1,"0B/1B/0",440,23,774,753
"15","2020-09-23",2,"1B/1B/0",550,22,849,828
"15","2020-09-23",3,"1B/1B/0",700,22,877,856
"15","2020-09-23",4,"1B/1B/0",700,22,877,856
"15","2020-09-23",5,"1B/1B/0 D",750,22,939,918
"15","2020-09-23",6,"1B/1B/0",800,22,879,879
"15","2020-09-23",7,"2B/2B/0",860,31,1029,1008
"15","2020-09-23",8,"2B/2B/0",900,31,1109,1088
"15","2020-09-23",9,"2B/2B/0",1330,31,1159,1159
"150","2020-09-12",1,"1B/1B/0",600,24,722,722
"150","2020-09-12",2,"1B/1B/0",650,24,719,719
"150","2020-09-12",3,"2B/2B/0",900,48,962,962
"150","2020-09-12",4,"2B/2B/0",950,16,992,992
"150","2020-09-23",1,"1B/1B/0",600,24,722,722
"150","2020-09-23",2,"1B/1B/0",650,24,719,719
"150","2020-09-23",3,"2B/2B/0",900,48,962,962
"150","2020-09-23",4,"2B/2B/0",950,16,992,992
"1502","2020-09-24",1,"1B/1B/0",711,56,710,710
"1502","2020-09-24",2,"2B/1B/1",989,80,809,809
"1505","2020-09-24",1,"1B/1B/0",750,52,778,778
"1505","2020-09-24",2,"1B/1B/0",800,52,873,873
"1505","2020-09-24",3,"2B/2B/0",950,52,958,958
"1505","2020-09-24",4,"2B/2B/0",1000,52,1013,1013
"1506","2020-09-24",1,"0B/1B/0",500,64,923,923
"1506","2020-09-24",2,"1B/1B/0",575,72,868,868
"1506","2020-09-24",3,"1B/1B/0",685,72,988,988
"1506","2020-09-24",4,"1B/1B/0",800,48,963,963
"1506","2020-09-24",5,"2B/2B/0",1050,72,1078,1078
"1506","2020-09-24",6,"2B/2B/0",1150,72,1248,1248
"1507","2020-09-24",1,"1B/1B/0",618,60,952,952
"1507","2020-09-24",2,"1B/1B/0",718,60,973,973
"1507","2020-09-24",3,"2B/2B/0",950,24,1178,1178
"1507","2020-09-24",4,"2B/2B/0",950,48,1170,1170
"1507","2020-09-24",5,"2B/2B/0",1044,64,1217,1217
"1507","2020-09-24",6,"2B/2B/0",1044,32,1268,1268
"1508","2020-09-24",1,"1B/1B/0",728,44,893,893
"1508","2020-09-24",2,"2B/2B/0",1032,64,1079,1079
"1509","2020-09-24",1,"1B/1B/0",511,56,743,743
"1509","2020-09-24",2,"1B/1B/0 D",836,24,820,820
"1509","2020-09-24",3,"1B/1B/1 T",801,32,887,887
"1509","2020-09-24",4,"2B/2B/0",1024,80,946,946
"151","2020-09-12",1,"0B/1B/0",448,20,675,675
"151","2020-09-12",2,"1B/1B/0",230,80,550,550
"151","2020-09-12",3,"1B/1B/0",416,40,675,675
"151","2020-09-12",4,"1B/1B/0",504,224,700,700
"151","2020-09-12",5,"1B/1B/0",610,20,715,715
"151","2020-09-12",6,"2B/1B/0",720,82,815,815
"151","2020-09-12",7,"2B/2B/0",786,78,850,850
"151","2020-09-12",8,"2B/2B/0",816,78,865,865
"151","2020-09-12",9,"3B/2B/0",920,48,975,975
"151","2020-09-23",1,"0B/1B/0",448,20,675,675
"151","2020-09-23",2,"1B/1B/0",230,80,550,550
"151","2020-09-23",3,"1B/1B/0",416,40,675,675
"151","2020-09-23",4,"1B/1B/0",504,224,700,700
"151","2020-09-23",5,"1B/1B/0",610,20,715,715
"151","2020-09-23",6,"2B/1B/0",720,82,815,815
"151","2020-09-23",7,"2B/2B/0",786,78,850,850
"151","2020-09-23",8,"2B/2B/0",816,78,865,865
"151","2020-09-23",9,"3B/2B/0",920,48,975,975
"1510","2020-09-24",1,"1B/1B/0",708,104,860,860
"1510","2020-09-24",2,"1B/1B/0",708,68,859,859
"1510","2020-09-24",3,"2B/1B/0",875,56,876,876
"1510","2020-09-24",4,"2B/2B/0",986,78,930,930
"1510","2020-09-24",5,"2B/2B/0",987,78,938,938
"1511","2020-09-24",1,"1B/1B/0",900,30,990,990
"1511","2020-09-24",2,"1B/1B/0",1000,31,1040,1040
"1511","2020-09-24",3,"2B/2B/0",1100,146,1098,1098
"1511","2020-09-24",4,"3B/2B/0",1200,46,1407,1407
"1512","2020-09-24",1,"1B/1B/0",615,40,793,793
"1512","2020-09-24",2,"2B/1B/1",925,112,938,938
"1512","2020-09-24",3,"3B/2B/0",1150,16,1230,1230
"1513","2020-09-24",1,"1B/1B/0",707,40,1023,1023
"1513","2020-09-24",2,"2B/1B/0",1062,28,1220,1220
"1513","2020-09-24",3,"2B/2B/0",1075,64,1199,1199
"1513","2020-09-24",4,"2B/2B/0",1126,48,1223,1223
"1513","2020-09-24",5,"3B/2B/0",1323,48,1531,1531
"1513","2020-09-24",6,"3B/2B/0",1351,32,1386,1386
"1514","2020-09-24",1,"1B/1B/0",650,116,1275,1169
"1514","2020-09-24",2,"1B/1B/0",800,16,1583,1451
"1514","2020-09-24",3,"2B/1B/0",790,84,1412,1294
"1514","2020-09-24",4,"2B/2B/0",905,42,1578,1447
"1514","2020-09-24",5,"2B/2B/0",1030,16,1500,1500
"1514","2020-09-24",6,"2B/2B/0",1230,4,1899,1899
"1515","2020-09-24",1,"1B/1B/0",662,56,620,620
"1515","2020-09-24",2,"1B/1B/0",704,84,620,620
"1515","2020-09-24",3,"2B/1B/0",862,28,700,700
"1515","2020-09-24",4,"2B/2B/0",950,84,710,710
"1516","2020-09-24",1,"1B/1B/0",750,44,893,893
"1516","2020-09-24",2,"2B/2B/0",950,44,943,943
"1516","2020-09-24",3,"3B/2B/0",1150,96,990,990
"1519","2020-09-24",1,"1B/1B/0",750,84,878,878
"1519","2020-09-24",2,"2B/2B/0",890,52,913,913
"1519","2020-09-24",3,"2B/2B/0",1070,52,941,941
"1519","2020-09-24",4,"2B/2B/0",1080,52,1063,1063
"152","2020-09-12",1,"1B/1B/0",560,78,639,639
"152","2020-09-12",2,"1B/1B/0",700,62,700,700
"152","2020-09-12",3,"1B/1B/0",800,34,755,755
"152","2020-09-12",4,"2B/2B/0",960,50,805,805
"152","2020-09-12",5,"2B/2B/0",1050,58,865,865
"152","2020-09-23",1,"1B/1B/0",560,78,639,639
"152","2020-09-23",2,"1B/1B/0",700,62,700,700
"152","2020-09-23",3,"1B/1B/0",800,34,755,755
"152","2020-09-23",4,"2B/2B/0",960,50,805,805
"152","2020-09-23",5,"2B/2B/0",1050,58,865,865
"1520","2020-09-24",1,"1B/1B/0",689,48,695,695
"1520","2020-09-24",2,"1B/1B/0",700,48,830,830
"1520","2020-09-24",3,"1B/1B/0",732,35,845,845
"1520","2020-09-24",4,"2B/1B/0",864,60,920,920
"1520","2020-09-24",5,"2B/2B/0",1141,48,1085,1085
"1520","2020-09-24",6,"3B/2B/0",1211,12,1375,1375
"1520","2020-09-24",7,"3B/2B/0",1495,8,1515,1515
"1521","2020-09-24",1,"1B/1B/0 D",608,61,853,853
"1521","2020-09-24",2,"1B/1B/0 D",624,61,853,853
"1521","2020-09-24",3,"2B/1B/0 D",888,20,878,878
"1521","2020-09-24",4,"2B/1B/0 D",908,20,883,883
"1521","2020-09-24",5,"2B/2B/0 D",1046,11,1033,1033
"1521","2020-09-24",6,"2B/2B/0 D",1067,11,928,928
"1522","2020-09-24",1,"1B/1B/0 T",720,40,680,680
"1522","2020-09-24",2,"2B/1B/0",862,32,828,828
"1522","2020-09-24",3,"2B/1B/1 T",1008,16,880,880
"1522","2020-09-24",4,"3B/1B/1 T",1250,12,979,979
"1524","2020-09-24",1,"1B/1B/0",809,112,1075,1075
"1524","2020-09-24",2,"2B/1B/0 D",1248,112,1258,1258
"1524","2020-09-24",3,"2B/2B/0",1043,111,1270,1270
"1524","2020-09-24",4,"2B/2B/0",1089,32,1374,1374
"1524","2020-09-24",5,"2B/2B/0",1194,33,1321,1321
"1524","2020-09-24",6,"3B/2B/0",1279,64,1400,1400
"1525","2020-09-24",1,"1B/1B/0",809,48,988,988
"1525","2020-09-24",2,"2B/1B/0",1110,36,1173,1173
"1525","2020-09-24",3,"2B/2B/0",1051,36,1173,1173
"1525","2020-09-24",4,"2B/2B/0",1161,72,1253,1253
"1525","2020-09-24",5,"2B/2B/0",1258,48,1188,1188
"1525","2020-09-24",6,"3B/2B/0",1378,24,1488,1488
"1525","2020-09-24",7,"3B/2B/0",1405,24,1508,1508
"1526","2020-09-24",1,"1B/1B/0",793,64,1118,1118
"1526","2020-09-24",2,"2B/1B/0 D",1141,80,1178,1178
"1526","2020-09-24",3,"2B/2B/0",1045,72,1100,1100
"1526","2020-09-24",4,"2B/2B/0",1088,64,1100,1100
"1526","2020-09-24",5,"3B/2B/0",1317,24,1250,1250
"1527","2020-09-24",1,"0B/1B/0",500,32,911,911
"1527","2020-09-24",2,"1B/1B/0",575,32,963,963
"1527","2020-09-24",3,"1B/1B/0",685,88,987,987
"1527","2020-09-24",4,"1B/1B/0",800,64,1040,1040
"1527","2020-09-24",5,"2B/2B/0",1050,128,1105,1105
"1527","2020-09-24",6,"2B/2B/0",1150,96,1142,1142
"1528","2020-09-24",1,"1B/1B/0",600,8,973,973
"1528","2020-09-24",2,"1B/1B/1 T",960,8,1088,1088
"1528","2020-09-24",3,"2B/2B/0",1300,52,1433,1433
"1528","2020-09-24",4,"3B/2B/1 T",1750,14,1560,1560
"1529","2020-09-24",1,"1B/1B/0",794,94,1204,1204
"1529","2020-09-24",2,"2B/1B/0",998,56,1285,1285
